Current price,Origninal price,Listing title,Condition
"£2,210.24GBP","£2,210.24GBP",1988 Gibson SG Standard Vintage Electric Guitar Alpine White Gold Hardware 100% Original w/ohc,Excellent
"£1,985GBP","£1,985GBP",Ibanez JEM7V-WH JEM Series Steve Vai Signature HSH Electric Guitar 2004 White,Mint
"£1,184.05GBP","£1,184.05GBP",Vintage 1964 Gibson Melody Maker 3/4 Size Electric Guitar w/ Case - Sunburst,Very Good
"£1,190.57GBP","£1,322.86",Fender Made in Japan Modern Stratocaster HH SN:5171 ≒3.65kg 2019 Olympic Pearl (Free Shipping!),Mint
£307.07GBP,£307.07GBP,ESP LTD EC-256 Aged Honey Burst *OLDSTOCK *Worldwide FAST S/H,Mint
"£2,607.67GBP","£2,607.67GBP",Music Man John Petrucci JP7 2012 White,Excellent
"£3,029.68GBP","£3,029.68GBP",Fender Custom Shop '51 Nocaster Relic 2007 Butterscotch blonde,Mint
"£1,399.54GBP","£1,399.54GBP","Fender American Original ’60s Telecaster, Rosewood Fingerboard, Burgundy Mist Metallic",Very Good
"£1,168.28GBP","£1,168.28GBP",Rare Vintage PRS Paul Reed Smith EG-4 pre Factory 1990 Blue John Mayer style stratocaster,Very Good
"£1,010.40GBP","£1,010.40GBP",Gibson Les Paul Studio Lite 1992 Red,Very Good
£437.88GBP,£437.88GBP,G&L Legacy 3-Tone-Sunburst,Excellent
"£6,152.73GBP","£6,152.73GBP",Fender Fender Masterbuilt Jason Smith Stratocaster 62 Extreme Relic Olympic White 2013,Excellent
"£9,336.46GBP","£9,336.46GBP",Gibson Custom Shop True Historic '59 Les Paul Reissue 2015 - 2016,Mint
£864.40GBP,£864.40GBP,1988 Fender Japan ST72-75 Yngwie Malmsteen Scalloped Stratocaster Olympic White,Very Good
£391.54GBP,£391.54GBP,1982 Tokai Japan Original Series SX38 Electric Guitar (Seafoam),Good
"£3,551.40GBP","£3,551.40GBP","2004 Gibson Custom Shop Les Paul Class 5 Stars & Stripes ""American Flag"" Electric Guitar",Very Good
"£1,093.28GBP","£1,093.28GBP","Heritage H-137 , 2019 model, OHSC, Gorgeous condition & tonality",Excellent
"£1,089.33GBP","£1,089.33GBP","1981 Greco Super Sounds EG-700 Standard Vintage Guitar Cherry Sunburst Japan Fujigen, Maxon PAFs",Very Good
£986.71GBP,£986.71GBP,"1987 Burny Black Beauty Custom RLC-60 Electric Guitar Japan Fernandes, VH-3 Pickups",Excellent
£604.90GBP,£604.90GBP,1999 Fernandes Japan MG-115C Mockingbird (Green Acrylic Resin),Very Good
"£5,525.63GBP","£5,525.63GBP",Gibson Les Paul Black Beauty with Kahler system 1983 Black,Excellent
£514.19GBP,£604.93,Jackson Pro Series KVMG King V,Very Good
£420.38GBP,£420.38GBP,2011 Cool Z (Fujigen) ZST-1R Stratocaster Electric Guitar (Made in Japan),Very Good
"£7,103.59GBP","£7,103.59GBP",2010 Gibson Custom Shop Randy Rhoads '74 Les Paul Custom VOS White RR038,Excellent
£374.25GBP,£374.25GBP,1978 Yamaha SL380S Studio Lord Single Cut Standard Electric Guitar (Sunburst),Very Good
"£3,888.26GBP","£4,574.43",2016 Zemaitis CS24MF Metal Front Electric Guitar Owned By Christian Martucci Of Stone Sour w/OHSC,Very Good
£650GBP,£650GBP,Schecter Nick Johnston Traditional Signature SSS Atomic Silver w/ Rosewood Fretboard,Excellent
£315.75GBP,£473.63,Jackson Kelly 1997 Crimson Swirl,Good
"£1,202.60GBP","£1,202.60GBP",ESP E-II Mystique QM SeeThruBlackCherry w/ Suhr Doug Aldrich Bridge Humbucker,Very Good
£934.98GBP,"£1,126.48",Fender JAPAN TL52-DMC/VSP VNT by Fujigen 1985-86 Natural,Very Good
"£3,907.41GBP","£3,907.41GBP",Gibson Flying V 1981 White,Very Good
"£1,153.30GBP","£1,153.30GBP",Kiesel Aries 2016 Ice Blue Metallic Satin (Upgraded with Suhr Thornbucker Pickups),Very Good
"£5,130.94GBP","£5,130.94GBP",Teuffel Tesla 6,Mint
"£2,328.66GBP","£2,328.66GBP",Fender Stratocaster 1979 White,Excellent
£431.91GBP,£431.91GBP,1980 Yamaha SR500S Super R'n'roller Stratocaster (Sunburst),Very Good
"£4,559.23GBP","£5,363.80",2017 Zemaitis CS24SU Wood Leaf Custom Electric Guitar Owned By Christian Martucci Of Stone Sour OHSC,Very Good
"£1,902.94GBP","£1,902.94GBP",Gibson U.S.A. Les Paul Standard 2000 Heritage Cherry Sunburst-'Burstbuckers & orig hardcase,Very Good
£592.03GBP,£592.03GBP,Fender Classic 50s Stratocaster 1998 Olympic White,Excellent
£868.31GBP,£868.31GBP,Schecter Left handed Blackjack ATX Solo II 6 Satin Black,Very Good
"£1,969.49GBP","£1,969.49GBP",Great Tone! Fender Telecaster Custom Shop 2015 Olympic White + OHSC (1566),Very Good
"£1,969.49GBP","£1,969.49GBP",MINT! Manson DL-1 MA EVO Grey Matter Sustainiac + OHSC (3311),Mint
£197.94GBP,£232.87,2000's Squier Jagmaster Sunburst HH,Good
"£1,416.93GBP","£1,416.93GBP",Nash S-63 Black 2019,Very Good
"£2,367.34GBP","£2,367.34GBP",Fender Custom Shop NoNeck 1960 Stratocaster Music Zoo Exclusive Daphne Blue NOS 2019,Excellent
£709.65GBP,£709.65GBP,ESP LTD EC-1000 Deluxe See-Thru Green Used,Excellent
£401.91GBP,£472.84,Greco WS-STD Rosewood Fretboard MIJ Strat-Style Guitar w/ Gigbag – Vermilion Red,Mint
"£1,578.75GBP","£1,578.75GBP",Emperion Left handed Explorer 2009 Snow White,Good
"£1,420.88GBP","£2,210.25",Gibson Les Paul Standard 2010,Excellent
"£1,973.44GBP","£3,157.50",Fender Stratocaster 1979 Midnight wine,Excellent
£109.72GBP,£109.72GBP,Ibanez Gio GAX70 Electric Guitar Butterscotch Transparent 2009,Very Good
"£1,184.06GBP","£1,184.06GBP",Schecter Left handed Hellraiser Extreme Solo 6 Crimson Red Burst Satin,Mint
"£1,890.55GBP","£1,890.55GBP",Vintage! Fender Stratocaster Maple Olympic White 1979 Strat (2434),Very Good
"£1,633.31GBP","£1,633.31GBP",2017 Gibson Gary Clark Jr. Signature SG Gloss Yellow,Excellent
"£2,368.13GBP","£2,368.13GBP",ESP Left handed Horizon II USA Custom Shop 2016 Sunburst Gloss,Excellent
"£1,184.06GBP","£1,184.06GBP",Schecter Left handed Jeff Loomis 6 FR Gloss Black,Excellent
£204.45GBP,£204.45GBP,Hohner OSC Standard SSS Electric Guitar Transparent Red,Very Good
"£2,446.27GBP","£2,446.27GBP",Fender Custom Shop 50s Telecaster Journeyman Relic Faded 3-Tone Sunburst 2014,Excellent
£947.25GBP,£947.25GBP,Schecter Left handed Schecter Hellraiser Hybrid C-1 Black Burst Gloss,Excellent
"£2,486.53GBP","£2,486.53GBP",Vintage 1972 Gretsch Roc Jet,Mint
£236.02GBP,£236.02GBP,Squier Showmaster Rally 3/3 Electric Guitar Silver / Black Stripe 2003,Very Good
"£1,495.87GBP","£1,495.87GBP",Gibson SG Derek Trucks Signature Cherry 2014,Good
£165GBP,£165GBP,"Yamaha Pacifica Electric Guitar 2001, Light Blue",Excellent
"£1,307.10GBP","£1,307.10GBP",Fender American Professional Telecaster Deluxe with Humbucker Seymour Duncan Pickups 2020 Candy Apple Red,Mint
£575GBP,£650,Paul Reed Smith SE 245 2017 Tobacco Sunburst,Mint
£420.14GBP,£420.14GBP,Epiphone Les Paul Matt Heafy,Mint
£773.99GBP,£773.99GBP,FGN E-Gitarre J-Standard Odyssey Classic,Mint
"£1,260.42GBP","£1,399.54",ESP E-II MI NT Black Satin - MINT condition + CASE,Mint
"£1,493.83GBP","£1,493.83GBP",Fender James Burton Artist Series Signature Telecaster 2016 Blue Paisley Flames,Mint
"£17,272.45GBP","£17,272.45GBP",Fender Masterbuilt Custom Shop 72 Telecaster Sambora Bon Jovi One In The World Chris Fleming,Mint
"£10,083.37GBP","£10,083.37GBP",Gibson les paul Jimmy Page number #1,Very Good
£910.30GBP,£910.30GBP,Godin Artisan ST 1992 Black,Very Good
£445.95GBP,£445.95GBP,Greco EG 500 Single Cut Standard 1978 2 Tone Made in Japan,Good
£500GBP,£550,Fender FSR Limited Edition Classic Series '50s Telecaster P90 with Maple Fretboard Lake Placid Blue,Excellent
"£2,260.58GBP","£2,260.58GBP",Mosrite Mark-I 1965 Reissue[USED][IKE011],Very Good
"£1,866.36GBP","£1,866.36GBP",Suhr Classic JM Pro HH with Tune-O-Matic Bridge 2010s Dakota Red,Excellent
£420.14GBP,£420.14GBP,Paul Reed Smith SE Single Cut Antique White,Excellent
"£1,563.86GBP","£1,563.86GBP",Gibson Nighthawk Standard 1991 Natural,Very Good
"£2,754.92GBP","£3,133.82",Valley Arts Early 80s S-Type #0022 Early 1980s,Very Good
"£2,334.11GBP","£2,334.11GBP",Fender Stratocaster 1979 (-1980) Sunburst - lightweight,Excellent
£513.51GBP,£513.51GBP,Maya Stratocaster Original 1972 Sunburst MIJ,Excellent
"£1,699GBP","£1,699GBP",Fender FSR Limited Edition Exotic Collection American Elite Mahogany Telecaster Thinline Gloss Natural 2017,Excellent
£910.30GBP,£910.30GBP,Tokai Silver Star 1978 Black,Very Good
£793.60GBP,£793.60GBP,Danelectro DC-59 Psychedelic Eric Clapton 1 of 200 2010 Rainbow!,Excellent
£299GBP,£299GBP,Epiphone Les Paul Standard 2010 Sunburst,Good
£795GBP,£795GBP,Tokai ST 60 1984 Natural,Very Good
£924.31GBP,£924.31GBP,Taylor Solidbody Blau,Excellent
£434.16GBP,£434.16GBP,Jackson X Series Soloist With TSA Case,Very Good
"£1,341.15GBP","£1,341.15GBP",Ormsby TX GTR 6-String Electric Guitar,Mint
"£10,047.01GBP","£10,047.01GBP",Fender Custom Shop Eric Clapton Stratocaster Gold Leaf by Mark Kendrick [Pre-Owned] -Free Shipping!,Mint
£833.90GBP,"£1,004.70",Orville LPS-80F Les Paul Standard Photo Flame 1996 Two Tone Sunburst+Gig Bag,Good
£429.59GBP,£517.57,Orville SG-65 SG '62 Reissue 1996 Cherry,Good
"£2,930.38GBP","£2,930.38GBP",Fender Custom Shop 2017 LTD NAMM '63 Telecaster Relic (Ocean Turquoise) 2017-[Pre-Owned],Mint
£630.48GBP,£759.61,Orville Orville LPC-75 Les Paul Custom made by Fujigen for Gibson USA 1998 Black,Very Good
£628.55GBP,£628.55GBP,"Fender Stratocaster, BOXER, HSS, Black on Black, 1984",Very Good
"£2,998.84GBP","£2,998.84GBP",2010 Gibson Custom Shop Flying V Standard Figured Top Washed Cherry,Excellent
"£7,893.75GBP","£7,893.75GBP",Teuffel Birdfish Modular Guitar Blue,Excellent
£864.37GBP,£864.37GBP,Gibson Les Paul Special - 2019 - Limited Edition - Pelham Blue w/ Humbuckers,Excellent
"£2,260.58GBP","£2,260.58GBP",Mosrite Mark-I 1965 Reissue[USED][IKE011],Very Good
£919.76GBP,£919.76GBP,Fender Japan '54 Stratocaster ST54-85LS Fiesta Red 1988,Very Good
£745.46GBP,£898.14,Orville LPS-75 Les Paul Standard with Gibson USA Pick Up 1997 Cherry Sunburst,Very Good
"£1,130.29GBP","£1,130.29GBP",momose MST1-STD/NJ Dark Lake Placid Blue[USED][IKE011],Very Good
"£1,184.06GBP","£1,184.06GBP","1978 Gibson Firebrand ""The Paul"" + Original Hardshell Case",Very Good
£536.98GBP,£646.97,Orville LPS-75 Les Paul Standard for Gibson USA made by Terada Gakki 1989-93 Cherry Sunburst,Good
"£2,998.84GBP","£2,998.84GBP",2002 Gibson Custom Shop Historic Les Paul Custom '57 Reissue Ebony Black,Very Good
£749.12GBP,£749.12GBP,KOLOSS X6 Aluminum body electric guitar Iced blue,Mint
£512.98GBP,£618.04,Orville SG-65 SG '62 Reissue 1989 H. Cherry+Gig Bag,Very Good
£295GBP,£325,Hutchins Beachcomber Prototype 2017 Cream - One Of A Kind - with Premium Gig Bag,Excellent
£600.16GBP,£723.08,Orville LPC-75 Les Paul Custom 1995 Black+Gig Bag,Very Good
£445GBP,£445GBP,Yamaha Pacifica 621 1993 Maroon. Rare!,Excellent
"£3,156.71GBP","£3,156.71GBP",2005 Fender American Deluxe Telecaster 3-Color Sunburst Signed by Tommy Emmanuel collector wow rare,Very Good
£872.18GBP,"£1,026.09",Vintage 1967 Silvertone Model 1452 Danelectro Lipstick Pickups Pro SEtup Hard Shell Case,Very Good
£473.62GBP,£473.62GBP,D'Angelico Premier TD Teardrop Single Cut Electric Guitar w/ Gig Bag,Excellent
£570.32GBP,£670.97,Fender Player Stratocaster Electric Guitar upgraded with Lace sensor Erick Johnson kit.,Excellent
£591.24GBP,£591.24GBP,Godin Richmond Dorchester 2018 Black w/ Bigsby and OHSC,Very Good
£335.48GBP,£394.68,Kramer Focus 1000 Metallic Cherry 80's,Good
"£4,481.50GBP","£4,481.50GBP",Fender Stratocaster Lefty 1976 White Blonde Maple Neck,Excellent
"£1,420.09GBP","£1,578.75",Fender Limited Edition American Professional Solid Rosewood Neck with John Mayer Big Dipper PUPs,Excellent
£134.19GBP,£196.55,Memphis Single Cut copy 1977-79 Sunburst,Very Good
£256.55GBP,£311.80,Kramer Pariah HH Fixed Bridge Exc. Cond. Free Lower 48 U.S. Shipping,Excellent
"£7,892.96GBP","£7,892.96GBP",2011 PRS Private Stock Signature Limited Paul's Guitar Charcoal Burst 1 of 100 WOW awesome top,Excellent
"£7,261.46GBP","£7,261.46GBP",1968 Fender Telecaster in Blonde Maple Cap w/ Original Case,Excellent
£788.59GBP,£788.59GBP,2004 Fender Mustang CIJ in Daphne Blue,Excellent
"£1,341.94GBP","£1,578.75",Epiphone Elite Pre Elitist model Les Paul standard HoneyBurst 9.5 Lbs,Excellent
£350GBP,£350GBP,Schecter Omen Extreme-7 7-String Black Cherry,Very Good
"£1,120.37GBP","£1,120.37GBP",Fender Stratocaster XII 1996 3-Tone-Sunburst,Very Good
"£3,548.24GBP","£3,548.24GBP",Super Clean! Vintage 1974 Fender Telecaster Deluxe ALL Original + OHSC,Excellent
£125GBP,£150,Audition Electric guitar 1960's MODED Project,Fair
£513.51GBP,£513.51GBP,Dean Razorback Explosion Electric Guitar,Excellent
"£1,543.23GBP","£1,815.56",Gibson Les Paul Traditional 120 anniversary killer Flame Top 2014,Very Good
£290GBP,£290GBP,Hohner Caribbean oyster black 1998 - 2002 Pearl black,Good
"£3,555.46GBP","£4,182.90",Gibson Les Paul 1958 Ri Custom Shop R8 2009 Ice tea just 8.1 Lbs,Excellent
"£3,074.62GBP","£3,074.62GBP",all original 1966 Fender ELECTRIC XII Sunburst 12-string,Very Good
"£2,762.81GBP","£3,552.19",96’ Fender Custom Shop Stratocaster HSS w/ Flamed Maple,Mint
"£1,699GBP","£1,699GBP",Maybach Lester JR Double Cut Special 2020 Antique Walnut,Mint
"£5,500GBP","£6,500",Custom Shop Fender Master Built Chris Fleming 55 Telecaster + Amp,Mint
£268.31GBP,£315.66,Video Demo Vintage 1960's Guyatone Kent Polaris II Model 645 Pro Setup Original Case,Very Good
"£4,536.99GBP","£5,141.92",1967 Gibson SG Standard Patent Number Pickups and ORIGINAL Case,Good
"£1,980GBP","£1,980GBP",Gibson Les Paul HP 2016 Blood Orange Burst,Excellent
"£1,299GBP","£1,299GBP",Gibson Explorer 1997 Black,Very Good
£382.85GBP,£382.85GBP,Fender Standard Stratocaster mim Left-Handed ‘02 Blurple,Excellent
£788.59GBP,£788.59GBP,2003 Fender 50s Stratocaster Sunburst,Very Good
"£1,499GBP","£1,499GBP",2008 Fender USA Standard Stratocaster in Sienna Sunburst with TSA Hardshell case,Good
None,None,None,None
"£2,519.91GBP","£2,519.91GBP",Tom Anderson Hollow Drop Mongrel 2014,Very Good
£588.20GBP,£653.55,Godin Session Custom 2016 Black,Mint
£129.78GBP,£185.80,B.C. Rich Warlock 2007 Black with Widow Headstock - Good+ condition - New Strings,Good
"£3,631.88GBP","£3,631.88GBP",Gibson Les Paul 1959 2010 Sunrise Tea Burst,Excellent
"£1,574.80GBP","£1,574.80GBP",B.C. Rich Bich Legacy Perfect 10 2006 See-Thru Wine Red as played by Traci Guns of LA Guns !,Excellent
£279GBP,£279GBP,"Ibanez S520, Weathered Black",Very Good
"£1,577.96GBP","£1,577.96GBP",Vintage 1965 Fender Duo Sonic II Red w/ Case,Very Good
£945GBP,£945GBP,Gibson Les Paul Junior 2014 Vintage Tobacco Burst,Mint
£394.69GBP,£394.69GBP,Paul Reed Smith SE 245 Standard 2018 - 2020 Tobacco Sunburst,Mint
£394.68GBP,£394.68GBP,ESP LTD SC-208 Stephen Carpenter Signature Black 8-String Electric Guitar #L11011014,Very Good
£749.12GBP,£986.72,Gibson Les Paul Studio Deluxe II '50s Neck Flame Top,Excellent
"£4,456.85GBP","£5,243.35","Gibson Les Paul ’58 True Historic, Vintage Cherry Sunburst, VOS, Demo",Mint
£394.69GBP,£394.69GBP,Daisy Rock Rock Candy Special early 2000's? Quilted Maple Pink,Mint
"£4,933.59GBP","£4,933.59GBP",J.W. Black Proto CR Demo 2 2017 Olympic White,Mint
"£1,073.69GBP","£1,073.69GBP",Godin Summit Classic,Mint
"£3,258.42GBP","£3,258.42GBP",Gibson Les Paul TV Junior -57 Reissue. Custom Shop 2003 TV Yellow,Excellent
£489.41GBP,£489.41GBP,CoolZ ZST-1M/BK Stratocaster 2011 Black,Mint
"£1,869GBP","£1,869GBP",Maybach Lester 59 P90 Aged 2020 Pelham Blue,Mint
£382.85GBP,£382.85GBP,Fender Standard Stratocaster mim Left-Handed ‘02 Blurple,Excellent
"£1,499GBP","£1,499GBP",2008 Fender USA Standard Stratocaster in Sienna Sunburst with TSA Hardshell case,Good
£588.20GBP,£653.55,Godin Session Custom 2016 Black,Mint
"£3,725.25GBP","£3,725.25GBP",Gibson Les Paul Standard -56 Aged Historic Reissue 2001 Goldtop,Very Good
£465.89GBP,£465.89GBP,ESP h 200 fm stp,Mint
£465.89GBP,£465.89GBP,Ibanez RG470 Made in Korea,Very Good
"£3,907.41GBP","£4,341.56",PRS 20th Anniversary Owned by Wolf Hoffmann Of Accept,Very Good
"£3,153.55GBP","£3,153.55GBP","Gibson Les Paul Custom 2004 ""Custom Shop"" Ltd. Edition w/a Flame Top in a see-thru Wine Red !",Excellent
£120.44GBP,£120.44GBP,Squier Stratocaster Affinity HSS 2010s Brown sunburst,Very Good
£195.50GBP,£230,Boult Flying V With Bare Knuckles,Very Good
£850GBP,£850GBP,Schecter JL7 Vampyre Red,Excellent
£640GBP,£640GBP,Ibanez RGDIM6FM-CLF Iron Label Double Cutaway HH Fanned-Fret with Ebony Fretboard Cerulean Blue Burst Flat,Excellent
"£4,262.63GBP","£4,736.25",PRS 513 Custom Owned by Wolf Hoffmann Of Accept,Very Good
"£1,850GBP","£1,850GBP",Paul Reed Smith Custom 24 Whale Blue Free UK Shipping!,Good
£250GBP,£250GBP,Cort Classic Rock CR200BV 2016? Gold Top,Very Good
£434.16GBP,£513.09,Fender Modern Player Stratocaster HSH 2014 Charcoal Transparent,Mint
"£1,699.99GBP","£1,699.99GBP",Fender Kurt Cobain Road Worn Jaguar 2012 Sunburst,Excellent
"£3,495GBP","£3,495GBP",2009 Fender Custom Shop '57 RI Stratocaster Relic in Ice Blue Metallic finish & Orig case,Good
£350GBP,£350GBP,Yamaha RS420 in Red,Very Good
£401.47GBP,£401.47GBP,Epiphone Les Paul Standard Pro blueburst,Very Good
"£1,776.09GBP","£1,776.09GBP","2017 Fender American Vintage '65 Stratocaster Olympic White Near Mint w/ Case, Hangtags",Excellent
£986.71GBP,£986.71GBP,2010 Fender Competition Mustang '73 Vintage Reissue Offset Guitar Olympic White Japan MIJ,Excellent
"£4,364.79GBP","£5,135.05",Gibson Les Paul Custom 3 Pickup 1978 Black,Very Good
"£2,762.80GBP","£2,762.80GBP","1998 Fender Custom Shop American Classic Stratocaster Ice Blue Metallic Near Mint w/ Case, COA",Excellent
"£1,825.28GBP","£2,147.39",Fender American Stratocaster 1977 3ts,Very Good
"£1,223.52GBP","£1,223.52GBP",1999 Fender American Standard Stratocaster Natural Ash Body 100% Original w/ Case,Excellent
£317.44GBP,£373.46,Ibanez Rg370dx Black,Excellent
£868.30GBP,£868.30GBP,"2010 Fender Stratocaster '72 Vintage Reissue ST72 Olympic White Left Handed, Japan MIJ",Excellent
£947.24GBP,£947.24GBP,2006 Ibanez Prestige S2170FB S Series Electric Guitar Bubinga Top w/ Case,Excellent
£828.84GBP,£828.84GBP,2007 Fender Mustang '69 Vintage Reissue Guitar Candy Apple Red MG69 Japan MIJ,Excellent
£850GBP,£850GBP,Fender USA STANDARD TELE 2015 BLACK,Mint
£789.37GBP,£789.37GBP,2006 Fender Mustang '69 Vintage Reissue Fiesta Red Relic Japan CIJ,Excellent
"£1,894.49GBP","£1,894.49GBP",2007 Fender American Vintage Hot Rod '62 Stratocaster Sherwood Green 100% Original w/ Case,Very Good
"£3,552.19GBP","£3,552.19GBP",Gibson Goryo Yuto Les Paul Standard 2020 Trans Blue Burst,Mint
£473.63GBP,£473.63GBP,Rare Samick mini Single Cut 1980S Sunburst w/original gig bag,Excellent
"£3,499.99GBP","£3,499.99GBP",Fender Telecaster Deluxe USA Vintage 1974 Walnut (Mocha),Good
"£1,026.18GBP","£1,026.18GBP","2006 Fender Mustang '69 Vintage Reissue Offset Guitar MG69 Lake Placid Blue w/ Headstock, Japan CIJ",Excellent
"£1,820.61GBP","£1,820.61GBP",Fender American Deluxe Stratocaster V-Neck with Maple Fretboard 2004 Honey Blonde + Case,Excellent
"£1,326.14GBP","£1,326.14GBP","2010 Fender Mustang '65 Vintage Reissue MG65-VSP Daphne Blue Nitro Lacquer Near Mint, Japan MIJ",Excellent
£710.43GBP,£710.43GBP,2008 Fender Stratocaster '57 Vintage Reissue Electric Guitar Olympic White Japan MIJ,Excellent
£296.02GBP,£296.02GBP,"4 Strings Bass /6 Strings Lead Double Sided, Headless Busuyi Guitar 2020",Mint
"£1,675.89GBP","£1,675.89GBP","Fender Mustang 1975 Brown, Rosewood Fingerboard",Good
"£1,105.12GBP","£1,105.12GBP",2009 Fender Mustang '65 Vintage Reissue Offset Guitar MG65 Olympic White Japan CIJ,Excellent
"£1,105.12GBP","£1,105.12GBP",2011 Fender Jeff Beck Artist Series Stratocaster Olympic White w/ Case,Very Good
"£2,680.52GBP","£3,153.55",Magnatone Mark III electric guitar c 1950’s Mahogany original vintage USA bigsby lifton stone cali girl case,Good
"£1,736.62GBP","£1,736.62GBP",1982 Yamaha SG1500 Vintage Electric Guitar Persimmon Red Neck Through Japan,Excellent
£494.74GBP,£494.74GBP,Yamaha SG 800 1981 Made in Japan Tobacco Burst,Good
"£1,735.23GBP","£1,735.23GBP",Gibson USA Les Paul Standard Translucent Black,Very Good
£513.51GBP,£513.51GBP,Silvertone 1413 1960's Turquoise,Very Good
"£3,351.49GBP","£3,942.93",Gibson 1962 Les paul Custom SG 2000 Arctic white custom shop reissue original vintage,Good
£928.98GBP,£928.98GBP,Danelectro U-1 Single Pickup 1950s Bronze Lacquer,Good
£685.02GBP,£685.02GBP,Fender Japan Stratocaster STR-75 1984-1987 Black E Serial Number MIJ,Very Good
£513.09GBP,£513.09GBP,70's 1976 Thunder Mustang Competition Super Sounds Japan RARE Exclusive with bag,Very Good
